,Id
1009,4833
1010,4835
1011,4838
1012,4839
1013,4842
1014,4843
1015,4846
1016,4847
1017,4848
1018,4850
1019,4851
1020,4853
1021,4856
1022,4860
1023,4861
1024,4862
1025,4863
1026,4865
1027,4866
1028,4867
1029,4868
1030,4870
1031,4872
1032,4874
1033,4877
1034,4878
1035,4885
1036,4886
1037,4887
1038,4888
1039,4889
1040,4890
1041,4891
1042,4892
1043,4894
1044,4895
1045,4896
1046,4897
1047,4898
1048,4899
1049,4900
1050,4902
1051,4904
1052,4905
1053,4912
1054,4915
1055,4916
1056,4920
1057,4922
1058,4924
1059,4926
1060,4927
1061,4928
1062,4929
1063,4930
1064,4931
1065,4934
1066,4937
1067,4938
1068,4941
1069,4945
1070,4946
1071,4947
1072,4948
1073,4952
1074,4953
1075,4954
1076,4956
1077,4958
1078,4959
1079,4960
1080,4961
1081,4962
1082,4964
1083,4965
1084,4966
1085,4969
1086,4970
1087,4972
1088,4973
1089,4975
1090,4976
1091,4981
1092,4982
1093,4983
1094,4984
1095,4987
1096,4988
1097,4989
1098,4990
1099,4991
1100,4993
1101,4994
1102,4996
1103,4997
1104,4999
1105,5002
1106,5004
1107,5005
1108,5006
1109,5008
1110,5009
1111,5010
1112,5011
1113,5015
1114,5016
1115,5017
1116,5018
1117,5019
1118,5020
1119,5022
1120,5025
1121,5026
1122,5027
1123,5028
1124,5029
1125,5030
1126,5031
1127,5032
1128,5034
1129,5037
1130,5039
1131,5041
1132,5042
1133,5043
1134,5044
1135,5045
1136,5046
1137,5048
1138,5049
1139,5051
1140,5053
1141,5054
1142,5056
1143,5058
1144,5060
1145,5062
1146,5063
1147,5065
1148,5066
1149,5067
1150,5068
1151,5070
1152,5071
1153,5077
1154,5078
1155,5081
1156,5082
1157,5084
1158,5086
1159,5087
1160,5089
1161,5094
1162,5095
1163,5096
1164,5098
1165,5099
1166,5101
1167,5103
1168,5104
1169,5106
1170,5107
1171,5111
1172,5112
1173,5114
1174,5117
1175,5118
1176,5124
1177,5125
1178,5128
1179,5130
1180,5131
1181,5132
1182,5133
1183,5134
1184,5135
1185,5136
1186,5140
1187,5141
1188,5146
1189,5148
1190,5149
1191,5150
1192,5151
1193,5152
1194,5153
1195,5156
1196,5158
1197,5161
1198,5162
1199,5167
1200,5169
1201,5173
1202,5179
1203,5180
1204,5181
1205,5182
1206,5184
1207,5185
1208,5188
1209,5200
1210,5201
1211,5202
1212,5203
1213,5206
1214,5207
1215,5210
1216,5211
1217,5215
1218,5216
1219,5217
1220,5220
1221,5221
1222,5222
1223,5223
1224,5225
1225,5229
1226,5230
1227,5232
1228,5234
1229,5235
1230,5236
1231,5237
1232,5238
1233,5239
1234,5241
1235,5242
1236,5248
1237,5251
1238,5252
1239,5253
1240,5254
1241,5256
1242,5259
1243,5263
1244,5265
1245,5269
1246,5270
1247,5275
1248,5276
1249,5278
1250,5281
1251,5282
1252,5285
1253,5286
1254,5288
1255,5289
1256,5290
1257,5295
1258,5298
1259,5299
1260,5300
1261,5306
1262,5308
1263,5310
1264,5312
1265,5314
1266,5315
1267,5319
1268,5324
1269,5325
1270,5327
1271,5333
1272,5334
1273,5337
1274,5338
1275,5342
1276,5343
1277,5347
1278,5350
1279,5351
1280,5352
1281,5353
1282,5354
1283,5355
1284,5359
1285,5360
1286,5361
1287,5362
1288,5365
1289,5366
1290,5368
1291,5369
1292,5370
1293,5376
1294,5381
1295,5382
1296,5384
1297,5385
1298,5387
1299,5388
1300,5389
1301,5391
1302,5394
1303,5395
1304,5396
1305,5397
1306,5399
1307,5400
1308,5402
1309,5403
1310,5407
1311,5410
1312,5411
1313,5414
1314,5418
1315,5419
1316,5429
1317,5430
1318,5431
1319,5432
1320,5437
1321,5440
1322,5441
1323,5444
1324,5446
1325,5447
1326,5448
1327,5449
1328,5450
1329,5452
1330,5457
1331,5460
1332,5461
1333,5466
1334,5469
1335,5473
1336,5474
1337,5477
1338,5480
1339,5483
1340,5488
1341,5490
1342,5491
1343,5496
1344,5505
1345,5506
1346,5507
1347,5508
1348,5509
1349,5510
1350,5511
1351,5512
1352,5513
1353,5515
1354,5517
1355,5521
1356,5525
1357,5526
1358,5527
1359,5531
1360,5533
1361,5535
1362,5536
1363,5538
1364,5539
1365,5541
1366,5542
1367,5550
1368,5552
1369,5553
1370,5554
1371,5559
1372,5560
1373,5562
1374,5563
1375,5564
1376,5571
1377,5573
1378,5576
1379,5577
1380,5578
1381,5579
1382,5586
1383,5587
1384,5588
1385,5591
1386,5592
1387,5593
1388,5595
1389,5596
1390,5603
1391,5605
1392,5607
1393,5612
1394,5614
1395,5616
1396,5620
1397,5621
1398,5622
1399,5623
1400,5626
1401,5627
1402,5628
1403,5630
1404,5631
1405,5634
1406,5636
1407,5637
1408,5638
1409,5641
1410,5642
1411,5645
1412,5646
1413,5647
1414,5649
1415,5651
1416,5655
1417,5657
1418,5658
1419,5659
1420,5660
1421,5661
1422,5662
1423,5664
1424,5665
1425,5668
1426,5669
1427,5670
1428,5671
1429,5672
1430,5674
1431,5675
1432,5676
1433,5678
1434,5680
1435,5681
1436,5682
1437,5683
1438,5685
1439,5686
1440,5688
1441,5691
1442,5696
1443,5697
1444,5698
1445,5699
1446,5700
1447,5702
1448,5704
1449,5705
1450,5709
1451,5712
1452,5713
1453,5716
1454,5720
1455,5722
1456,5724
1457,5726
1458,5729
1459,5731
1460,5733
1461,5734
1462,5736
1463,5738
1464,5742
1465,5743
1466,5744
1467,5745
1468,5749
1469,5752
1470,5753
1471,5754
1472,5755
1473,5756
1474,5757
1475,5758
1476,5759
1477,5760
1478,5762
1479,5763
1480,5764
1481,5765
1482,5767
1483,5769
1484,5770
1485,5772
1486,5773
1487,5778
1488,5780
1489,5782
1490,5784
1491,5785
1492,5788
1493,5790
1494,5792
1495,5794
1496,5795
1497,5796
1498,5798
1499,5800
1500,5805
1501,5806
1502,5807
1503,5811
1504,5812
1505,5813
1506,5814
1507,5815
1508,5816
1509,5818
1510,5820
1511,5824
1512,5825
1513,5827
1514,5828
1515,5832
1516,5834
1517,5835
1518,5836
1519,5837
1520,5841
1521,5843
1522,5845
1523,5848
1524,5849
1525,5851
1526,5852
1527,5853
1528,5854
1529,5857
1530,5858
1531,5859
1532,5861
1533,5862
1534,5864
1535,5865
1536,5868
1537,5869
1538,5870
1539,5872
1540,5877
1541,5878
1542,5879
1543,5880
1544,5882
1545,5883
1546,5884
1547,5886
1548,5887
1549,5888
1550,5889
1551,5892
1552,5894
1553,5898
1554,5901
1555,5902
1556,5903
1557,5904
1558,5907
1559,5908
1560,5909
1561,5915
1562,5917
1563,5919
1564,5920
1565,5922
1566,5923
1567,5925
1568,5926
1569,5928
1570,5929
1571,5930
1572,5934
1573,5935
1574,5937
1575,5938
1576,5939
1577,5940
1578,5942
1579,5943
1580,5947
1581,5949
1582,5950
1583,5957
1584,5959
1585,5961
1586,5962
1587,5963
1588,5965
1589,5966
1590,5967
1591,5971
1592,5974
1593,5976
1594,5977
1595,5978
1596,5979
1597,5980
1598,5982
1599,5984
1600,5986
1601,5988
1602,5989
1603,5993
1604,5995
1605,5997
1606,5998
1607,5999
1608,6000
1609,6001
1610,6007
1611,6008
1612,6009
1613,6014
1614,6017
1615,6023
1616,6024
1617,6025
1618,6029
1619,6033
1620,6034
1621,6038
1622,6043
1623,6045
1624,6053
1625,6055
1626,6056
1627,6057
1628,6058
1629,6059
1630,6060
1631,6061
1632,6062
1633,6063
1634,6065
1635,6067
1636,6071
1637,6073
1638,6074
1639,6079
1640,6081
1641,6083
1642,6087
1643,6090
1644,6093
1645,6094
1646,6095
1647,6096
1648,6102
1649,6105
1650,6109
1651,6112
1652,6114
1653,6117
1654,6118
1655,6119
1656,6124
1657,6125
1658,6126
1659,6127
1660,6129
1661,6130
1662,6131
1663,6132
1664,6134
1665,6142
1666,6143
1667,6145
1668,6147
1669,6148
1670,6149
1671,6152
1672,6154
1673,6156
1674,6157
1675,6158
1676,6159
1677,6162
1678,6166
1679,6167
1680,6168
1681,6170
1682,6173
1683,6177
1684,6178
1685,6179
1686,6187
1687,6191
1688,6193
1689,6194
1690,6195
1691,6196
1692,6197
1693,6198
1694,6203
1695,6204
1696,6207
1697,6210
1698,6211
1699,6214
1700,6218
1701,6219
1702,6220
1703,6221
1704,6222
1705,6223
1706,6225
1707,6228
1708,6229
1709,6230
1710,6234
1711,6237
1712,6238
1713,6239
1714,6240
1715,6245
1716,6249
1717,6251
1718,6252
1719,6258
1720,6260
1721,6261
1722,6271
1723,6272
1724,6273
1725,6275
1726,6276
1727,6277
1728,6282
1729,6283
1730,6287
1731,6288
1732,6289
1733,6291
1734,6293
1735,6298
1736,6300
1737,6303
1738,6305
1739,6306
1740,6309
1741,6310
1742,6313
1743,6315
1744,6321
1745,6323
1746,6324
1747,6326
1748,6327
1749,6329
1750,6330
1751,6333
1752,6335
1753,6336
1754,6338
1755,6343
1756,6344
1757,6346
1758,6347
1759,6348
1760,6354
1761,6356
1762,6357
1763,6358
1764,6359
1765,6360
1766,6363
1767,6364
1768,6366
1769,6368
1770,6369
1771,6372
1772,6374
1773,6376
1774,6377
1775,6381
1776,6385
1777,6386
1778,6388
1779,6389
1780,6390
1781,6396
1782,6399
1783,6400
1784,6401
1785,6403
1786,6408
1787,6409
1788,6412
1789,6413
1790,6415
1791,6416
1792,6419
1793,6421
1794,6422
1795,6424
1796,6425
1797,6428
1798,6429
1799,6430
1800,6431
1801,6432
1802,6434
1803,6437
1804,6439
1805,6444
1806,6448
1807,6450
1808,6451
1809,6452
1810,6454
1811,6455
1812,6458
1813,6461
1814,6466
1815,6468
1816,6470
1817,6471
1818,6473
1819,6481
1820,6482
1821,6484
1822,6485
1823,6487
1824,6491
1825,6493
1826,6496
1827,6497
1828,6499
1829,6503
1830,6505
1831,6512
1832,6514
1833,6517
1834,6518
1835,6521
1836,6522
1837,6523
1838,6524
1839,6527
1840,6529
1841,6532
1842,6534
1843,6535
1844,6536
1845,6537
1846,6543
1847,6545
1848,6548
1849,6549
1850,6551
1851,6552
1852,6554
1853,6556
1854,6557
1855,6559
1856,6562
1857,6563
1858,6564
1859,6565
1860,6566
1861,6567
1862,6569
1863,6572
1864,6573
1865,6574
1866,6580
1867,6581
1868,6582
1869,6583
1870,6584
1871,6586
1872,6593
1873,6597
1874,6598
1875,6599
1876,6600
1877,6603
1878,6605
1879,6606
1880,6607
1881,6609
1882,6615
1883,6617
1884,6619
1885,6622
1886,6627
1887,6628
1888,6638
1889,6640
1890,6641
1891,6644
1892,6646
1893,6647
1894,6650
1895,6651
1896,6653
1897,6654
1898,6655
1899,6662
1900,6663
1901,6664
1902,6666
1903,6667
1904,6670
1905,6672
1906,6673
1907,6684
1908,6685
1909,6688
1910,6689
1911,6690
1912,6696
1913,6698
1914,6699
1915,6702
1916,6703
1917,6704
1918,6705
1919,6707
1920,6710
1921,6711
1922,6714
1923,6716
1924,6717
1925,6718
1926,6720
1927,6722
1928,6724
1929,6725
1930,6729
1931,6732
1932,6739
1933,6741
1934,6743
1935,6745
1936,6746
1937,6747
1938,6752
1939,6754
1940,6755
1941,6756
1942,6757
1943,6758
1944,6759
1945,6761
1946,6764
1947,6767
1948,6769
1949,6770
1950,6771
1951,6777
1952,6781
1953,6782
1954,6784
1955,6788
1956,6790
1957,6795
1958,6796
1959,6799
1960,6800
1961,6801
1962,6802
1963,6803
